Player,Pos,MLS,2013 Salary
"Kelley, Shawn",rhp,3.128,"$935,000 "
"Valbuena, Luis",inf,2.148,"$930,000 "
"Baker, John",c,4.083,"$930,000 "
"Arias, Joaquin",2b-ss,3.071,"$925,000 "
"Wright, Jamey",rhp,14.086,"$900,000 "
"Quintero, Humberto",c,6.062,"$900,000 "
"Nix, Jayson",2b,3.127,"$900,000 "
"Kelly, Don",rf-lf-1b,3.138,"$900,000 "
"Herrera, Jonathan",inf,3.001,"$900,000 "
"Betancourt, Yuniesky",2b-ss,7.028,"$900,000 "
"Simon, Alfredo",rhp,3.142,"$890,000 "
"Stammen, Craig",rhp,2.160,"$875,000 "
"Pena, Brayan",c,5.081,"$875,000 "
"Sale, Chris",lhp-s,2.061,"$850,000 "
"Lucroy, Jonathan",c,2.136,"$850,000 "
"Frandsen, Kevin",2b-ss,3.151,"$850,000 "
"Durbin, Chad",rhp,8.102,"$850,000 "
"Narveson, Chris",lhp-s,3.102,"$840,000 "
"Tazawa, Junichi",rhp,2.086,"$815,000 "
"Patton, Troy",lhp,2.150,"$815,000 "
"Olivo, Miguel",c,9.171,"$800,000 "
"Nieves, Wil",c,5.127,"$800,000 "
"Izturis, Cesar",ss,11.042,"$800,000 "
"Humber, Philip",rhp-s,3.000,"$800,000 "
"Young, Delmon",lf,6.034,"$750,000 "
"Slowey, Kevin",rhp-s,4.053,"$750,000 "
"Santana, Carlos",c,2.115,"$750,000 "
"Lyon, Brandon",rhp,10.142,"$750,000 "
"Lillibridge, Brent",2b-ss,3.115,"$750,000 "
"Gutierrez, J.C. (Juan)",rhp,3.035,"$750,000 "
"Giambi, Jason",dh-1b,17.082,"$750,000 "
"Gaudin, Chad",rhp,7.104,"$750,000 "
"DeRosa, Mark",3b,12.061,"$750,000 "
"Blanco, Henry",c,14.136,"$750,000 "
"Ankiel, Rick",of,8.148,"$750,000 "
"Martinez, Cristhian",rhp,2.158,"$749,750 "
"Janish, Paul",ss-2b,3.145,"$725,000 "
"Fuld, Sam",of,2.140,"$725,000 "
"Cedeno, Ronny",2b-ss,7.029,"$718,000 "
"Wise, Dewayne",cf,6.065,"$700,000 "
"Rosales, Adam",inf,3.099,"$700,000 "
"Pearce, Steve",1b-of,3.116,"$700,000 "
"Kotchman, Casey",1b,7.144,"$700,000 "
"Kinney, Josh",rhp,3.086,"$700,000 "
"Kearns, Austin",rf,10.113,"$700,000 "
"Duke, Zach",lhp-s,6.125,"$700,000 "
"Byrd, Marlon",cf,8.115,"$700,000 "
"Butera, Drew",c,2.156,"$700,000 "
"Atchison, Scott",rhp,3.168,"$700,000 "
"Alvarez, Pedro",3b,2.085,"$700,000 "
"Wood, Tim",rhp,0.164,"$675,000 "
"Kimbrel, Craig",rhp,2.066,"$655,000 "
"Wilson, Josh",inf,4.031,"$650,000 "
"Teagarden,Taylor",c,3.020,"$650,000 "
"Maine, John",rhp-s,5.013,"$625,000 "
"Nova, Ivan",rhp,2.035,"$575,600 "
"Quiroz, Guillermo",c,2.023,"$575,000 "
"Lowe, Mark",rhp,6.087,"$575,000 "
"Barney, Darwin",2b,2.053,"$562,000 "
"Wood, Blake",rhp,2.145,"$560,000 "
"Freeman, Freddie",1b,2.033,"$560,000 "
"Ransom, Cody",3b-2b,4.008,"$550,000 "
"Pena, Ramiro",inf,2.079,"$550,000 "
"Duncan, Shelley",inf-of,3.077,"$550,000 "
"Burke, Greg",rhp,0.143,"$550,000 "
"Walden, Jordan",rhp,2.043,"$541,500 "
"Trumbo, Mark",1b,2.027,"$540,000 "
"Holland, Greg",rhp,2.028,"$539,500 "
"Stanton, Giancarlo",of,2.118,"$537,000 "
"Rice, Scott",lhp,0.000,"$535,000 "
"Collins, Tim",lhp,2.000,"$534,500 "
"Nunez, Eduardo",ss,1.117,"$533,300 "
"Mendoza, Luis",rhp,2.063,"$532,000 "
"Belt, Brandon",of,1.128,"$531,500 "
"Frieri, Ernesto",rhp,2.101,"$530,000 "
"Diamond, Scott",lhp-s,1.016,"$530,000 "
"Crawford, Brandon",ss,1.094,"$530,000 "
"Pineda, Michael",rhp-s,2.000,"$528,475 "
"Hosmer, Eric",1b,1.146,"$528,250 "
"Wood, Travis",lhp-s,2.004,"$527,500 "
"Frazier, Todd",3b,1.071,"$527,500 "
"Cozart, Zack",ss,1.084,"$527,500 "
"Gee, Dillon",rhp-s,2.028,"$527,375 "
"Brantley, Michael",lf,2.131,"$526,900 "
"Espinosa, Danny",ss,2.033,"$526,250 "
"Worley, Vance",rhp-s,1.152,"$525,000 "
"Tuiasosopo, Matt",3b,1.079,"$525,000 "
"Moustakas, Mike",inf,1.111,"$524,500 "
"Jay, Jon",cf,2.134,"$524,000 "
"Melancon, Mark",rhp,2.098,"$521,000 "
"Johnson, Elliot",2b,2.028,"$520,500 "
"Reed, Addison",rhp,1.027,"$520,000 "
"Plouffe, Trevor",3b,1.162,"$520,000 "
"Duda, Lucas",of-1b,1.137,"$519,240 "
"Hudson, Daniel",rhp-s,2.117,"$518,500 "
"Doubront, Felix",lhp-s,1.120,"$518,500 "
"Mayberry Jr., John",of,2.095,"$517,000 "
"Arrieta, Jake",rhp,2.066,"$516,500 "
"Cervelli, Francisco",c,2.146,"$515,350 "
"Stewart, Chris",c,2.091,"$515,100 "
"Revere, Ben",of,1.149,"$515,000 "
"Tejada, Ruben",2b-ss,2.053,"$514,701 "
"Smoak, Justin",1b,2.113,"$514,000 "
"Lynn, Lance",rhp-s,1.119,"$513,000 "
"Saunders, Michael",of,2.138,"$512,600 "
"Schafer, Jordan",cf,2.121,"$512,500 "
"Bourjos, Peter",of,2.062,"$512,500 "
"Phelps, David",rhp-s,0.156,"$512,425 "
"Salas, Fernando",rhp,2.087,"$512,000 "
"Jansen, Kenley",rhp,2.073,"$512,000 "
"Descalso, Daniel",2b-3b,2.016,"$511,000 "
"Seager, Kyle",2b,1.085,"$510,400 "
"Eppley, Cody",rhp,1.022,"$510,350 "
"Trout, Mike",of,1.070,"$510,000 "
"Reddick, Josh",of,2.050,"$510,000 "
"LeCure, Sam",rhp,2.072,"$510,000 "
"Flowers, Tyler",c,1.148,"$510,000 "
"Cecil, Brett",lhp,2.152,"$510,000 "
"Burnett, Alex",rhp,2.135,"$510,000 "
"Beachy, Brandon",rhp-s,2.014,"$510,000 "
"Bowden, Michael",rhp,1.084,"$509,500 "
"Wilhelmsen, Tom",rhp,1.106,"$509,100 "
"Rogers, Esmil",rhp,2.135,"$509,000 "
"Kipnis, Jason",2b,1.069,"$509,000 "
"Tillman, Chris",rhp-s,1.113,"$508,500 "
"Carp, Mike",1b-lf,2.010,"$508,500 "
"Herrera, Kelvin",rhp,1.008,"$508,175 "
"Alvarez, Henderson",rhp,1.051,"$507,900 "
"Stults, Eric",lhp-s,2.075,"$507,600 "
"Jones, Nate",rhp,1.000,"$507,500 "
"Beavan, Blake",rhp-s,1.072,"$506,700 "
"Ogando, Alexi",rhp,2.114,"$506,600 "
"McGee, Jake",lhp,1.127,"$506,200 "
"Dyson, Jarrod",of,1.088,"$506,000 "
"Altuve, Jose",2b,1.072,"$505,700 "
"Arencibia, J.P.",c,2.059,"$505,600 "
"Watson, Tony",lhp,1.101,"$505,500 "
"Reynolds, Matt",lhp,2.046,"$505,500 "
"Nava, Daniel",lf,1.066,"$505,500 "
"Wells, Casper",of,2.040,"$505,400 "
"Duffy, Danny",lhp-s,1.134,"$505,125 "
"Valdes, Raul",lhp,2.009,"$505,000 "
"Snider, Travis",lf,2.091,"$505,000 "
"Santiago, Hector",lhp,1.024,"$505,000 "
"Sanchez, Angel",ss,2.144,"$505,000 "
"Roenicke, Josh",rhp,2.062,"$505,000 "
"Paul, Xavier",of,2.119,"$505,000 "
"Minor, Mike",lhp,1.138,"$505,000 "
"McKenry, Michael",c,1.136,"$505,000 "
"Elbert, Scott",lhp,2.069,"$505,000 "
"Dirks, Andy",lf,1.139,"$505,000 "
"Cruz, Luis",inf,1.076,"$505,000 "
"Cook, Ryan",rhp,1.036,"$505,000 "
"Cishek, Steve",rhp,1.143,"$505,000 "
"Turner, Justin",inf,2.045,"$504,547 "
"Mortensen, Clay",rhp,1.017,"$504,500 "
"Mattheus, Ryan",rhp,1.111,"$504,500 "
"Hughes, Jared",rhp,1.023,"$504,500 "
"Furbush, Charlie",lhp-s,1.121,"$504,500 "
"Collmenter, Josh",rhp,2.000,"$504,000 "
"Carpenter, Matt",2b-3b,1.012,"$504,000 "
"Bass, Anthony",rhp,1.108,"$503,600 "
"Coghlan, Chris",lf,2.171,"$503,500 "
"Montero, Jesus",c,1.028,"$503,300 "
"Guzman, Jesus",1b,1.151,"$503,200 "
"Cain, Lorenzo",of,1.074,"$503,175 "
"Hellickson, Jeremy",rhp-s,2.045,"$503,000 "
"Harrison, Josh",3b,1.095,"$503,000 "
"Cruz, Tony",c,1.105,"$503,000 "
"Castillo, Welington",c,1.009,"$503,000 "
"Moreland, Mitch",1b-of,2.067,"$502,700 "
"Villarreal, Brayan",rhp,1.041,"$502,500 "
"Swarzak, Anthony",rhp,2.038,"$502,500 "
"Strop, Pedro",rhp,1.156,"$502,500 "
"Sanchez, Hector",c,1.037,"$502,500 "
"Ciriaco, Pedro",inf,1.036,"$502,500 "
"Cobb, Alex",rhp-s,1.061,"$502,200 "
"Leroux, Chris",rhp,2.001,"$502,000 "
"Gonzalez, Miguel",rhp-s,1.107,"$502,000 "
"Eovaldi, Nate",rhp-s,1.013,"$502,000 "
"Tomlin, Josh",rhp-s,2.069,"$501,800 "
"Jennings, Desmond",cf,1.101,"$501,800 "
"Shaw, Bryan",rhp,1.081,"$501,700 "
"Ramos, Cesar",lhp,2.003,"$501,300 "
"Ramos, Wilson",c,2.047,"$501,250 "
"Lombardozzi, Steve",2b,1.023,"$501,250 "
"Rodriguez, Henry",rhp,2.114,"$501,000 "
"Pestano, Vinnie",rhp,2.011,"$501,000 "
"Gentry, Craig",cf,2.084,"$501,000 "
"Cashner, Andrew",rhp-s,2.126,"$500,800 "
"Harrell, Lucas",rhp-s,1.083,"$500,700 "
"Hefner, Jeremy",rhp,0.123,"$500,625 "
"Ross, Tyson",rhp,1.126,"$500,500 "
"Miley, Wade",lhp,1.044,"$500,500 "
"Baxter, Mike",1b,2.015,"$500,318 "
"Sizemore, Scott",2b-ss,2.046,"$500,000 "
"Shuck, J.B.",cf,0.055,"$500,000 "
"Quintana, Jose",lhp-s,0.133,"$500,000 "
"Perez, Luis",lhp,1.119,"$500,000 "
"Mastroianni, Darin",cf,0.149,"$500,000 "
"Marte, Starling",of,0.070,"$500,000 "
"Lawrie, Brett",3b,1.055,"$500,000 "
"Hendriks, Liam",rhp-s,0.118,"$500,000 "
"Gomez, Jeanmar",rhp,1.063,"$500,000 "
"Goldschmidt, Paul",1b,1.059,"$500,000 "
"Garland, Jon",rhp-s,11.071,"$500,000 "
"Fien, Casey",rhp,0.143,"$500,000 "
"DeVries, Cole",rhp-s,0.111,"$500,000 "
"Brown, Domonic",of,1.078,"$500,000 "
"Alburquerque, Al",rhp,2.000,"$500,000 "
"Drabek, Kyle",rhp,1.119,"$499,500 "
"Forsythe, Logan",3b,1.113,"$499,000 "
"Brignac, Reid",ss,2.120,"$499,000 "
"Thayer, Dale",rhp,1.071,"$498,900 "
"Delabar, Steve",rhp,1.015,"$498,900 "
"Harvey, Matt",rhp-s,0.072,"$498,750 "
"Brach, Brad",rhp,1.016,"$498,200 "
"Nieuwenhuis, Kirk",of,0.115,"$498,124 "
"Smyly, Drew",lhp-s,0.149,"$498,000 "
"Robinson, Shane",cf,1.030,"$498,000 "
"Middlebrooks, Will",3b,0.155,"$498,000 "
"Kalish, Ryan",of,1.033,"$498,000 "
"Fiers, Michael",rhp-s,0.147,"$498,000 "
"Cruz, Rhiner",rhp,1.000,"$498,000 "
"Abreu, Tony",2b-ss,2.170,"$498,000 "
"Martinez, J.D.",of,1.047,"$497,800 "
"Veal, Donald",lhp,1.056,"$497,500 "
"Robertson, Tyler",lhp,0.101,"$497,500 "
"Parmelee, Chris",rf,0.132,"$497,500 "
"Mesoraco, Devin",c,1.028,"$497,500 "
"Locke, Jeff",lhp,0.068,"$497,500 "
"Dozier, Brian",ss-2b,0.100,"$497,500 "
"Ross, Robbie",lhp,1.000,"$497,400 "
"Amarista, Alexi",2b,1.053,"$497,400 "
"White, Alex",rhp-s,1.092,"$497,100 "
"Horst, Jeremy",lhp,0.160,"$497,000 "
"Valdespin, Jordany",inf,0.136,"$496,645 "
"Castro, Jason",c,2.104,"$496,600 "
"Schwimer, Michael",rhp,0.141,"$496,500 "
"Lobaton, Jose",c,1.138,"$496,500 "
"McAllister, Zach",rhp-s,0.124,"$496,400 "
"Francisco, Juan",3b,1.156,"$496,250 "
"Kratz, Erik",c,0.158,"$496,000 "
"Clevenger, Steve",c,1.010,"$496,000 "
"Borbon, Julio",of,1.148,"$496,000 "
"Cedeno, Xavier",lhp,0.122,"$495,900 "
"Kirkman, Michael",lhp,1.049,"$495,800 "
"Luetge, Lucas",lhp,1.000,"$495,500 "
"Herrmann, Frank",rhp,1.147,"$495,500 "
"Wallace, Brett",1b,1.123,"$495,000 "
"Valaika, Chris",2b,0.089,"$495,000 "
"Sogard, Eric",2b,1.064,"$495,000 "
"Scribner, Evan",rhp,1.018,"$495,000 "
"Richards, Garrett",rhp-s,0.148,"$495,000 "
"Parker, Jarrod",rhp-s,1.000,"$495,000 "
"Milone, Tom",lhp-s,1.026,"$495,000 "
"Machado, Manny",ss,0.056,"$495,000 "
"Johnson, Steve",rhp,0.056,"$495,000 "
"Florimon Jr, Pedro",ss,0.073,"$495,000 "
"Escobar, Eduardo",ss,1.001,"$495,000 "
"Corporan, Carlos",c,1.019,"$495,000 "
"Conger, Hank",c,1.051,"$495,000 "
"Mejia, Jenrry",rhp-s,0.140,"$494,925 "
"Ruggiano, Justin",of,2.019,"$494,500 "
"Kontos, George",rhp,0.140,"$494,500 "
"Gonzalez, Marwin",3b,1.000,"$494,400 "
"Wieland, Joe",rhp,1.000,"$494,300 "
"Loup, Aaron",lhp,0.083,"$494,200 "
"Sellers, Justin",ss,1.048,"$494,000 "
"Pill, Brett",1b,0.142,"$494,000 "
"Maldonado, Martin",c,0.156,"$494,000 "
"Downs, Darin",lhp,0.093,"$494,000 "
"Corbin, Patrick",lhp,0.105,"$494,000 "
"Carter, Chris",1b-lf,0.159,"$494,000 "
"Darnell, James",of,1.026,"$493,700 "
"Scheppers, Tanner",rhp,0.119,"$493,600 "
"Wilson, Justin",lhp,0.035,"$493,500 "
"Flaherty, Ryan",3b-of,1.000,"$493,500 "
"Edgin, Josh",lhp,0.083,"$493,500 "
"Ambriz, Hector",rhp,1.043,"$493,400 "
"Cowgill, Collin",of,1.014,"$493,250 "
"Hutchison, Drew",rhp,0.167,"$493,200 "
"Septimo, Leyson",lhp,0.098,"$493,000 "
"Moore, Tyler",1b,0.149,"$493,000 "
"Martinez, Fernando",of,1.073,"$493,000 "
"Kelly, Joe",rhp-s,0.116,"$493,000 "
"Gimenez, Hector",c,1.123,"$493,000 "
"d'Arnaud, Chase",2b-ss,0.125,"$493,000 "
"Axelrod, Dylan",rhp-s,0.099,"$493,000 "
"Chisenhall, Lonnie",3b,1.051,"$492,900 "
"Allen, Cody",rhp,0.076,"$492,600 "
"Straily, Dan",rhp-s,0.062,"$492,500 "
"Romine, Andrew",ss,0.140,"$492,500 "
"Norris, Derek",c,0.102,"$492,500 "
"Maxwell, Justin",of,2.066,"$492,500 "
"Hoover, J.J.",rhp,0.102,"$492,500 "
"Griffin, A.J.",rhp-s,0.102,"$492,500 "
"Dunn, Michael",lhp,2.079,"$492,500 "
"Doolittle, Sean",lhp,0.122,"$492,500 "
"Donaldson, Josh",c,0.158,"$492,500 "
"Pryor, Stephen",rhp,0.125,"$492,200 "
"Hagadone, Nick",lhp,0.107,"$492,100 "
"Young Jr., Eric",of,2.123,"$492,000 "
"Segura, Jean",2b,0.065,"$492,000 "
"Sappelt, Dave",of,0.086,"$492,000 "
"Rodriguez, Fernando",rhp,1.142,"$492,000 "
"Perez, Martin",lhp,0.066,"$492,000 "
"Henderson, Jim",rhp,0.070,"$492,000 "
"Dominguez, Matt",3b,0.062,"$491,800 "
"Familia, Jeurys",rhp,0.030,"$491,750 "
"Capps, Carter",rhp,0.065,"$491,700 "
"Barnes, Brandon",of,0.058,"$491,700 "
"Solano, Donovan",2b,0.137,"$491,500 "
"Rodriguez, Paco",lhp,0.029,"$491,500 "
"Morrison, Logan",1b,2.069,"$491,500 "
"LeBlanc, Wade",lhp,2.062,"$491,500 "
"Kelly, Casey",rhp,0.038,"$491,400 "
"Simmons, Andrelton",ss,0.125,"$491,250 "
"Gearrin, Cory",rhp,0.119,"$491,250 "
"Avilan, Luis",lhp,0.091,"$491,250 "
"Vizcaino, Arodys",rhp,1.050,"$491,000 "
"Rosario, Wilin",c,1.023,"$491,000 "
"Rogers, Mark",rhp,0.092,"$491,000 "
"Pollock, A.J.",of,0.052,"$491,000 "
"Pacheco, Jordan",c,1.015,"$491,000 "
"Ottavino, Adam",rhp,1.087,"$491,000 "
"Nicasio, Juan",rhp-s,1.124,"$491,000 "
"Nelson, Chris",3b,1.159,"$491,000 "
"Kintzler, Brandon",rhp,1.101,"$491,000 "
"Gregorius, Didi",inf,0.033,"$491,000 "
"Green, Taylor",3b,0.124,"$491,000 "
"Garcia, Christian",rhp,0.031,"$491,000 "
"Gamel, Mat",3b,2.059,"$491,000 "
"Federowicz, Tim",c,0.056,"$491,000 "
"Escalona, Edgmer",rhp,1.000,"$491,000 "
"Eaton, Adam",of,0.030,"$491,000 "
"Brothers, Rex",lhp,1.117,"$491,000 "
"Recker, Anthony",c,0.128,"$490,840 "
"Warren, Adam",rhp-s,0.036,"$490,525 "
"Surkamp, Eric",lhp,1.033,"$490,500 "
"Gillaspie, Conor",3b,0.069,"$490,500 "
"Castellanos, Alex",of,0.041,"$490,500 "
"Varvaro, Anthony",rhp,0.121,"$490,000 "
"Teheran, Julio",rhp,0.062,"$490,000 "
"Taylor, Drew",lhp,0.033,"$490,000 "
"Skipworth, Kyle",c,0.000,"$490,000 "
"Silverio, Alfredo",of,0.000,"$490,000 "
"Schafer, Logan",of,0.058,"$490,000 "
"Rutledge, Josh",2b,0.083,"$490,000 "
"Rosenthal, Trevor",rhp,0.058,"$490,000 "
"Rondon, Hector",rhp,0.000,"$490,000 "
"Ramos, A.J.",rhp,0.030,"$490,000 "
"Ramirez, Wilkin",of,0.084,"$490,000 "
"Pressly, Ryan",rhp,0.000,"$490,000 "
"Peralta, Wily",rhp-s,0.033,"$490,000 "
"Peacock, Brad",rhp,0.023,"$490,000 "
"Oviedo, Juan Carlos (Nunez, Leo)",rhp,6.009,"$490,000 "
"Ortiz, Joe",lhp,0.000,"$490,000 "
"Noonan, Nick",2b,0.000,"$490,000 "
"Miller, Shelby",rhp-s,0.030,"$490,000 "
"McFarland, T.J.",lhp,0.000,"$490,000 "
"Maurer, Brandon",rhp,0.000,"$490,000 "
"Marte, Alfredo",of,0.000,"$490,000 "
"Kozma, Pete",ss,0.060,"$490,000 "
"Jackson, Ryan",ss,0.055,"$490,000 "
"Inciarte, Ender",inf,0.000,"$490,000 "
"Hicks, Aaron",of,0.000,"$490,000 "
"Gyorko, Jedd",3b,0.000,"$490,000 "
"Gattis, Evan",c,0.000,"$490,000 "
"Garcia, Leury",ss,0.000,"$490,000 "
"Garcia, Avisail",of,0.034,"$490,000 "
"Galvis, Freddy",ss,1.000,"$490,000 "
"Freiman, Nate",1b,0.000,"$490,000 "
"Fields, Josh",rhp,0.000,"$490,000 "
"Fernandez, Jose",rhp,0.000,"$490,000 "
"Davis, Khris",of,0.000,"$490,000 "
"Ceda, Jose",rhp,1.096,"$490,000 "
"Carrasco, Carlos",rhp-s,2.067,"$490,000 "
"Cabrera, Edwar",lhp,0.006,"$490,000 "
"Cabral, Cesar",lhp,1.000,"$490,000 "
"Brantly, Rob",c,0.052,"$490,000 "
"Bradley, Jackie Jr.",lf,0.000,"$490,000 "
"Bianchi, Jeff",2b-ss,0.057,"$490,000 "
"Aumont, Phillippe",rhp,0.044,"$490,000 "
"Adams, Matt",1b,0.033,"$490,000 "
